"ID ";"Business line";"Ad channel";"Revenues";"Costs";"Country";"Currency";"Date";"Client";"Points of sale";"Connected points"
"325/18";"SOFTWARE";;16306;8153;"ES";"EUR";21/02/2013;"CO S.A.";4;7
"325/18";"CONTENT";;5999;3000;"ES";"EUR";21/02/2013;"CO S.A.";3;17
"325/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";21/02/2013;"CO S.A.";8;24
"325/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";21/02/2013;"CO S.A.";5;13
"325/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";21/02/2013;"CO S.A.";4;12
"325/19";"ADVERTISING";"Canal Azul";8102;5267;"CO";"Peso CO";11/07/2014;"DOIONES";2;25
"326/18";"HARDWARE";;116141;113818;"ES";"EUR";22/02/2013;"CO S.A.";8;25
"326/18";"INSTALLATION";;8874;8164;"ES";"EUR";22/02/2013;"CO S.A.";5;30
"326/18";"MAINTENANCE";;67218;60496;"ES";"EUR";22/02/2013;"CO S.A.";6;21
"326/18";"SOFTWARE";;16306;8153;"ES";"EUR";22/02/2013;"CO S.A.";5;6
"326/18";"CONTENT";;5999;3000;"ES";"EUR";22/02/2013;"CO S.A.";4;21
"326/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";22/02/2013;"CO S.A.";7;28
"326/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";22/02/2013;"CO S.A.";1;12
"326/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";22/02/2013;"CO S.A.";7;14
"327/18";"HARDWARE";;116141;113818;"ES";"EUR";23/02/2013;"CO S.A.";4;5
"327/18";"INSTALLATION";;8874;8164;"ES";"EUR";23/02/2013;"CO S.A.";3;3
"327/18";"MAINTENANCE";;67218;60496;"ES";"EUR";23/02/2013;"CO S.A.";10;20
"327/18";"SOFTWARE";;16306;8153;"ES";"EUR";23/02/2013;"CO S.A.";2;17
"327/18";"CONTENT";;5999;3000;"ES";"EUR";23/02/2013;"CO S.A.";6;26
"327/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/02/2013;"CO S.A.";4;12
"327/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/02/2013;"CO S.A.";8;20
"327/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/02/2013;"CO S.A.";4;12
"327/19";"CONTENT";;8166649;4083324;"IT";"EUR";15/07/2014;"FO S.L.";4;12
"328/18";"HARDWARE";;116141;113818;"ES";"EUR";23/02/2013;"CO S.A.";7;10
"328/18";"INSTALLATION";;8874;8164;"ES";"EUR";23/02/2013;"CO S.A.";4;8
"328/18";"MAINTENANCE";;67218;60496;"ES";"EUR";23/02/2013;"CO S.A.";7;16
"328/18";"SOFTWARE";;16306;8153;"ES";"EUR";23/02/2013;"CO S.A.";4;23
"328/18";"CONTENT";;5999;3000;"ES";"EUR";23/02/2013;"CO S.A.";1;8
"328/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";23/02/2013;"CO S.A.";2;21
"328/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";23/02/2013;"CO S.A.";5;15
"328/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";23/02/2013;"CO S.A.";6;17
"328/19";"HARDWARE";;30465023;29855723;"MX";"Peso MX";15/07/2014;"VIONLAB";9;17
"328/19";"SOFTWARE";;343552;171776;"MX";"Peso MX";15/07/2014;"VIONLAB";9;19
"329/18";"HARDWARE";;44701;43807;"MX";"Peso MX";23/02/2013;"FA C.B.";7;28
"329/18";"INSTALLATION";;4;4;"MX";"Peso MX";23/02/2013;"FA C.B.";9;29
"329/18";"MAINTENANCE";;4;4;"MX";"Peso MX";23/02/2013;"FA C.B.";4;21
"329/18";"SOFTWARE";;4;2;"MX";"Peso MX";23/02/2013;"FA C.B.";9;18
"329/18";"CONTENT";;4;2;"MX";"Peso MX";23/02/2013;"FA C.B.";3;29
"329/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";2;15
"329/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";5;15
"329/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";3;6
"329/19";"ADVERTISING";"Canal Verde";64158;41702;"IT";"EUR";15/07/2014;"METIÈRE";2;15
"330/18";"HARDWARE";;28751;28176;"MX";"Peso MX";23/02/2013;"FA C.B.";1;8
"330/18";"INSTALLATION";;4;4;"MX";"Peso MX";23/02/2013;"FA C.B.";2;2
"330/18";"MAINTENANCE";;4;4;"MX";"Peso MX";23/02/2013;"FA C.B.";3;22
"330/18";"SOFTWARE";;4;2;"MX";"Peso MX";23/02/2013;"FA C.B.";7;12
"330/18";"CONTENT";;4;2;"MX";"Peso MX";23/02/2013;"FA C.B.";10;22
"330/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";7;30
"330/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";4;30
"330/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";23/02/2013;"FA C.B.";5;20
"330/19";"ADVERTISING";"Canal Azul";44701;29056;"IT";"EUR";15/07/2014;"IN.L.U.";8;16
"331/18";"HARDWARE";;5774913;5659414;"CO";"Peso CO";25/02/2013;"CA S.A.";10;23
"331/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";25/02/2013;"CA S.A.";5;14
"331/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";25/02/2013;"CA S.A.";9;24
"331/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";25/02/2013;"CA S.A.";8;13
"331/18";"CONTENT";;4;2;"CO";"Peso CO";25/02/2013;"CA S.A.";9;10
"331/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";1;25
"331/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";7;12
"331/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";3;5
"331/19";"HARDWARE";;22790891;22335073;"MX";"Peso MX";17/07/2014;"VIONLAB";4;27
"331/19";"SOFTWARE";;208252;104126;"MX";"Peso MX";17/07/2014;"VIONLAB";2;22
"332/18";"HARDWARE";;5774913;5659414;"CO";"Peso CO";25/02/2013;"CA S.A.";7;27
"332/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";25/02/2013;"CA S.A.";3;30
"332/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";25/02/2013;"CA S.A.";4;23
"332/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";25/02/2013;"CA S.A.";9;20
"332/18";"CONTENT";;4;2;"CO";"Peso CO";25/02/2013;"CA S.A.";5;11
"332/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";8;20
"332/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";7;26
"332/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";8;22
"332/19";"HARDWARE";;24649;24156;"ES";"EUR";21/07/2014;"LE FOOD";4;16
"332/19";"INSTALLATION";;4487;4128;"ES";"EUR";21/07/2014;"LE FOOD";10;28
"332/19";"MAINTENANCE";;4772;4295;"ES";"EUR";21/07/2014;"LE FOOD";4;29
"332/19";"SOFTWARE";;2441;1220;"ES";"EUR";21/07/2014;"LE FOOD";7;15
"333/18";"HARDWARE";;5774913;5659414;"CO";"Peso CO";25/02/2013;"CA S.A.";8;13
"333/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";25/02/2013;"CA S.A.";2;15
"333/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";25/02/2013;"CA S.A.";10;24
"333/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";25/02/2013;"CA S.A.";4;27
"333/18";"CONTENT";;4;2;"CO";"Peso CO";25/02/2013;"CA S.A.";10;28
"333/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";1;30
"333/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";1;20
"333/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";25/02/2013;"CA S.A.";1;4
"333/19";"SOFTWARE";;31660;15830;"ES";"EUR";21/07/2014;"ROS.L. ";5;15
"334/18";"HARDWARE";;4;4;"ES";"EUR";25/02/2013;"CO S.A.";5;29
"334/18";"INSTALLATION";;4;4;"ES";"EUR";25/02/2013;"CO S.A.";10;24
"334/18";"MAINTENANCE";;4608;4147;"ES";"EUR";25/02/2013;"CO S.A.";2;4
"334/18";"SOFTWARE";;4;2;"ES";"EUR";25/02/2013;"CO S.A.";5;19
"334/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"CO S.A.";1;22
"334/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"CO S.A.";8;14
"334/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"CO S.A.";6;9
"334/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"CO S.A.";4;20
"334/19";"HARDWARE";;50733315876;49718649558;"IT";"EUR";24/07/2014;"ECNOCOM";3;22
"335/18";"HARDWARE";;220266;215861;"ES";"EUR";25/02/2013;"DI S.A.";9;15
"335/18";"INSTALLATION";;33168;30514;"ES";"EUR";25/02/2013;"DI S.A.";4;6
"335/18";"MAINTENANCE";;9516;8564;"ES";"EUR";25/02/2013;"DI S.A.";5;29
"335/18";"SOFTWARE";;285837;142919;"ES";"EUR";25/02/2013;"DI S.A.";8;23
"335/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"DI S.A.";9;27
"335/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"DI S.A.";6;23
"335/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"DI S.A.";5;20
"335/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"DI S.A.";10;19
"335/19";"HARDWARE";;21876691072;21439157250;"IT";"EUR";24/07/2014;"ECNOCOM";9;18
"335/19";"INSTALLATION";;1258296506;1157632786;"IT";"EUR";24/07/2014;"ECNOCOM";4;26
"335/19";"MAINTENANCE";;1752993064;1577693758;"IT";"EUR";24/07/2014;"ECNOCOM";10;20
"336/18";"HARDWARE";;220266;215861;"ES";"EUR";25/02/2013;"DI S.A.";10;23
"336/18";"INSTALLATION";;33168;30514;"ES";"EUR";25/02/2013;"DI S.A.";10;29
"336/18";"MAINTENANCE";;9516;8564;"ES";"EUR";25/02/2013;"DI S.A.";6;26
"336/18";"SOFTWARE";;285837;142919;"ES";"EUR";25/02/2013;"DI S.A.";2;27
"336/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"DI S.A.";5;15
"336/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"DI S.A.";10;14
"336/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"DI S.A.";9;16
"336/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"DI S.A.";8;10
"336/19";"ADVERTISING";"Canal Verde";44701;29056;"CO";"Peso CO";24/07/2014;"ED NAST";1;8
"337/18";"HARDWARE";;220266;215861;"ES";"EUR";25/02/2013;"DI S.A.";6;9
"337/18";"INSTALLATION";;33168;30514;"ES";"EUR";25/02/2013;"DI S.A.";7;24
"337/18";"MAINTENANCE";;9516;8564;"ES";"EUR";25/02/2013;"DI S.A.";5;29
"337/18";"SOFTWARE";;285837;142919;"ES";"EUR";25/02/2013;"DI S.A.";1;24
"337/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"DI S.A.";9;20
"337/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"DI S.A.";1;15
"337/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"DI S.A.";6;10
"337/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"DI S.A.";4;21
"337/19";"ADVERTISING";"Canal Rojo";704637;458014;"MX";"Peso MX";30/07/2014;"NUFARMA";4;13
"338/18";"HARDWARE";;220266;215861;"ES";"EUR";25/02/2013;"DI S.A.";2;2
"338/18";"INSTALLATION";;33168;30514;"ES";"EUR";25/02/2013;"DI S.A.";8;22
"338/18";"MAINTENANCE";;9516;8564;"ES";"EUR";25/02/2013;"DI S.A.";2;19
"338/18";"SOFTWARE";;285837;142919;"ES";"EUR";25/02/2013;"DI S.A.";4;12
"338/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"DI S.A.";4;15
"338/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"DI S.A.";6;20
"338/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"DI S.A.";2;8
"338/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"DI S.A.";7;16
"338/19";"HARDWARE";;34866;34169;"IT";"EUR";30/07/2014;"FO S.L.";1;23
"338/19";"INSTALLATION";;23168;21315;"IT";"EUR";30/07/2014;"FO S.L.";10;19
"339/18";"HARDWARE";;220266;215861;"MX";"Peso MX";25/02/2013;"TW S.A.";4;17
"339/18";"INSTALLATION";;33168;30514;"MX";"Peso MX";25/02/2013;"TW S.A.";6;7
"339/18";"MAINTENANCE";;9516;8564;"MX";"Peso MX";25/02/2013;"TW S.A.";5;28
"339/18";"SOFTWARE";;285837;142919;"MX";"Peso MX";25/02/2013;"TW S.A.";9;19
"339/18";"CONTENT";;4;2;"MX";"Peso MX";25/02/2013;"TW S.A.";5;12
"339/18";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";25/02/2013;"TW S.A.";4;6
"339/18";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";25/02/2013;"TW S.A.";3;17
"339/18";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";25/02/2013;"TW S.A.";8;8
"339/19";"CONTENT";;776678;388339;"ES";"EUR";30/07/2014;"BES.A.U";8;19
"340/18";"HARDWARE";;220266;215861;"ES";"EUR";25/02/2013;"DI S.A.";4;22
"340/18";"INSTALLATION";;33168;30514;"ES";"EUR";25/02/2013;"DI S.A.";10;29
"340/18";"MAINTENANCE";;9516;8564;"ES";"EUR";25/02/2013;"DI S.A.";5;23
"340/18";"SOFTWARE";;285837;142919;"ES";"EUR";25/02/2013;"DI S.A.";3;16
"340/18";"CONTENT";;4;2;"ES";"EUR";25/02/2013;"DI S.A.";4;11
"340/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"DI S.A.";4;9
"340/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"DI S.A.";7;11
"340/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"DI S.A.";3;20
"340/19";"CONTENT";;276073;138037;"ES";"EUR";30/07/2014;"CO S.A.";9;14
"341/17";"HARDWARE";;4;4;"MX";"Peso MX";11/01/2012;"Gm S. A";9;28
"341/17";"INSTALLATION";;4;4;"MX";"Peso MX";11/01/2012;"Gm S. A";4;23
"341/17";"MAINTENANCE";;4;4;"MX";"Peso MX";11/01/2012;"Gm S. A";4;28
"341/17";"SOFTWARE";;4;2;"MX";"Peso MX";11/01/2012;"Gm S. A";1;25
"341/17";"CONTENT";;1013834;506917;"MX";"Peso MX";11/01/2012;"Gm S. A";5;15
"341/17";"ADVERTISING";"Canal Azul";4;3;"MX";"Peso MX";11/01/2012;"Gm S. A";10;23
"341/17";"ADVERTISING";"Canal Verde";4;3;"MX";"Peso MX";11/01/2012;"Gm S. A";9;21
"341/17";"ADVERTISING";"Canal Rojo";4;3;"MX";"Peso MX";11/01/2012;"Gm S. A";4;29
"341/18";"HARDWARE";;116141;113818;"ES";"EUR";25/02/2013;"CO S.A.";5;17
"341/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/02/2013;"CO S.A.";2;22
"341/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/02/2013;"CO S.A.";7;20
"341/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/02/2013;"CO S.A.";3;19
"341/18";"CONTENT";;5999;3000;"ES";"EUR";25/02/2013;"CO S.A.";8;26
"341/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"CO S.A.";7;11
"341/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"CO S.A.";4;23
"341/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"CO S.A.";1;6
"341/19";"SOFTWARE";;1582;791;"CO";"Peso CO";30/07/2014;"GE.L.U.";1;2
"342/18";"HARDWARE";;116141;113818;"ES";"EUR";25/02/2013;"CO S.A.";9;15
"342/18";"INSTALLATION";;8874;8164;"ES";"EUR";25/02/2013;"CO S.A.";10;19
"342/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/02/2013;"CO S.A.";7;15
"342/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/02/2013;"CO S.A.";9;28
"342/18";"CONTENT";;5999;3000;"ES";"EUR";25/02/2013;"CO S.A.";7;22
"342/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"CO S.A.";7;13
"342/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"CO S.A.";9;16
"342/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"CO S.A.";4;30
"342/19";"CONTENT";;254514;127257;"MX";"Peso MX";30/07/2014;"Gm S. A";5;26
"343/18";"HARDWARE";;116141;113818;"ES";"EUR";25/02/2013;"CO S.A.";5;8
"343/18";"INSTALLATION";;52128;47958;"ES";"EUR";25/02/2013;"CO S.A.";5;26
"343/18";"MAINTENANCE";;67218;60496;"ES";"EUR";25/02/2013;"CO S.A.";6;25
"343/18";"SOFTWARE";;16306;8153;"ES";"EUR";25/02/2013;"CO S.A.";7;14
"343/18";"CONTENT";;5999;3000;"ES";"EUR";25/02/2013;"CO S.A.";1;19
"343/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";25/02/2013;"CO S.A.";1;29
"343/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";25/02/2013;"CO S.A.";6;10
"343/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";25/02/2013;"CO S.A.";8;19
"343/19";"CONTENT";;298509;149255;"ES";"EUR";30/07/2014;"RE.L.U.";6;30
"344/18";"HARDWARE";;116141;113818;"ES";"EUR";28/02/2013;"CO S.A.";2;11
"344/18";"INSTALLATION";;8874;8164;"ES";"EUR";28/02/2013;"CO S.A.";7;17
"344/18";"MAINTENANCE";;67218;60496;"ES";"EUR";28/02/2013;"CO S.A.";8;28
"344/18";"SOFTWARE";;16306;8153;"ES";"EUR";28/02/2013;"CO S.A.";6;13
"344/18";"CONTENT";;5999;3000;"ES";"EUR";28/02/2013;"CO S.A.";9;9
"344/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";1;6
"344/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";7;23
"344/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";28/02/2013;"CO S.A.";1;13
"344/19";"CONTENT";;1099898;549949;"ES";"EUR";30/07/2014;"DI S.A.";7;30
"345/18";"HARDWARE";;116141;113818;"ES";"EUR";28/02/2013;"CO S.A.";9;23
"345/18";"INSTALLATION";;8874;8164;"ES";"EUR";28/02/2013;"CO S.A.";7;20
"345/18";"MAINTENANCE";;67218;60496;"ES";"EUR";28/02/2013;"CO S.A.";2;20
"345/18";"SOFTWARE";;16306;8153;"ES";"EUR";28/02/2013;"CO S.A.";1;7
"345/18";"CONTENT";;5999;3000;"ES";"EUR";28/02/2013;"CO S.A.";4;18
"345/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";6;11
"345/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";9;29
"345/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";28/02/2013;"CO S.A.";6;22
"345/19";"ADVERTISING";"Canal Verde";39412112;25617873;"MX";"Peso MX";30/07/2014;"ACNTURE";2;30
"346/18";"HARDWARE";;4;4;"ES";"EUR";28/02/2013;"CO S.A.";6;23
"346/18";"INSTALLATION";;4;4;"ES";"EUR";28/02/2013;"CO S.A.";7;23
"346/18";"MAINTENANCE";;4;4;"ES";"EUR";28/02/2013;"CO S.A.";7;8
"346/18";"SOFTWARE";;4;2;"ES";"EUR";28/02/2013;"CO S.A.";7;27
"346/18";"CONTENT";;4;2;"ES";"EUR";28/02/2013;"CO S.A.";7;18
"346/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";6;21
"346/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";7;13
"346/18";"ADVERTISING";"Canal Rojo";17545710;11404712;"ES";"EUR";28/02/2013;"CO S.A.";8;23
"346/19";"ADVERTISING";"Canal Verde";39464697;25652053;"MX";"Peso MX";30/07/2014;"ACNTURE";4;25
"347/18";"HARDWARE";;4;4;"IT";"EUR";28/02/2013;"LA S.A.";3;30
"347/18";"INSTALLATION";;4;4;"IT";"EUR";28/02/2013;"LA S.A.";8;13
"347/18";"MAINTENANCE";;4;4;"IT";"EUR";28/02/2013;"LA S.A.";4;21
"347/18";"SOFTWARE";;4;2;"IT";"EUR";28/02/2013;"LA S.A.";10;21
"347/18";"CONTENT";;4;2;"IT";"EUR";28/02/2013;"LA S.A.";10;26
"347/18";"ADVERTISING";"Canal Azul";4;3;"IT";"EUR";28/02/2013;"LA S.A.";10;17
"347/18";"ADVERTISING";"Canal Verde";4;3;"IT";"EUR";28/02/2013;"LA S.A.";9;26
"347/18";"ADVERTISING";"Canal Rojo";891312;579353;"IT";"EUR";28/02/2013;"LA S.A.";6;7
"347/19";"MAINTENANCE";;173882;156494;"ES";"EUR";30/07/2014;"BES.A.U";8;14
"348/18";"HARDWARE";;2965057;2905756;"CO";"Peso CO";28/02/2013;"CA S.A.";4;5
"348/18";"INSTALLATION";;31660;29127;"CO";"Peso CO";28/02/2013;"CA S.A.";5;28
"348/18";"MAINTENANCE";;8717;7845;"CO";"Peso CO";28/02/2013;"CA S.A.";3;3
"348/18";"SOFTWARE";;281378;140689;"CO";"Peso CO";28/02/2013;"CA S.A.";5;24
"348/18";"CONTENT";;4;2;"CO";"Peso CO";28/02/2013;"CA S.A.";3;11
"348/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";9;12
"348/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";4;25
"348/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";4;28
"348/19";"CONTENT";;99955205;49977603;"IT";"EUR";31/07/2014;"Viroski";3;20
"349/18";"HARDWARE";;9872751;9675296;"CO";"Peso CO";28/02/2013;"CA S.A.";7;30
"349/18";"INSTALLATION";;33168;30514;"CO";"Peso CO";28/02/2013;"CA S.A.";4;4
"349/18";"MAINTENANCE";;9516;8564;"CO";"Peso CO";28/02/2013;"CA S.A.";8;17
"349/18";"SOFTWARE";;285837;142919;"CO";"Peso CO";28/02/2013;"CA S.A.";3;25
"349/18";"CONTENT";;4;2;"CO";"Peso CO";28/02/2013;"CA S.A.";2;18
"349/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";1;14
"349/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";1;29
"349/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";4;14
"349/19";"CONTENT";;326589;163295;"ES";"EUR";31/07/2014;"4+.R.L.";8;25
"350/18";"HARDWARE";;367057;359716;"CO";"Peso CO";28/02/2013;"CA S.A.";3;15
"350/18";"INSTALLATION";;31660;29127;"CO";"Peso CO";28/02/2013;"CA S.A.";2;21
"350/18";"MAINTENANCE";;8717;7845;"CO";"Peso CO";28/02/2013;"CA S.A.";5;15
"350/18";"SOFTWARE";;281378;140689;"CO";"Peso CO";28/02/2013;"CA S.A.";5;14
"350/18";"CONTENT";;4;2;"CO";"Peso CO";28/02/2013;"CA S.A.";2;12
"350/18";"ADVERTISING";"Canal Azul";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";2;12
"350/18";"ADVERTISING";"Canal Verde";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";10;26
"350/18";"ADVERTISING";"Canal Rojo";4;3;"CO";"Peso CO";28/02/2013;"CA S.A.";8;14
"350/19";"ADVERTISING";"Canal Rojo";2797502;1818376;"ES";"EUR";04/08/2014;"EXHCARE";10;16
"351/18";"HARDWARE";;116141;113818;"ES";"EUR";28/02/2013;"CO S.A.";10;11
"351/18";"INSTALLATION";;8874;8164;"ES";"EUR";28/02/2013;"CO S.A.";7;26
"351/18";"MAINTENANCE";;67218;60496;"ES";"EUR";28/02/2013;"CO S.A.";5;22
"351/18";"SOFTWARE";;16306;8153;"ES";"EUR";28/02/2013;"CO S.A.";3;29
"351/18";"CONTENT";;5999;3000;"ES";"EUR";28/02/2013;"CO S.A.";1;5
"351/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";4;13
"351/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";4;16
"351/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";28/02/2013;"CO S.A.";1;2
"351/19";"CONTENT";;99871508;49935754;"IT";"EUR";04/08/2014;"Viroski";4;29
"352/18";"HARDWARE";;116141;113818;"ES";"EUR";28/02/2013;"CO S.A.";2;10
"352/18";"INSTALLATION";;8874;8164;"ES";"EUR";28/02/2013;"CO S.A.";1;2
"352/18";"MAINTENANCE";;67218;60496;"ES";"EUR";28/02/2013;"CO S.A.";1;6
"352/18";"SOFTWARE";;16306;8153;"ES";"EUR";28/02/2013;"CO S.A.";4;25
"352/18";"CONTENT";;5999;3000;"ES";"EUR";28/02/2013;"CO S.A.";7;10
"352/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";10;12
"352/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";1;5
"352/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";28/02/2013;"CO S.A.";2;22
"352/19";"CONTENT";;31379715;15689858;"IT";"EUR";04/08/2014;"Viroski";3;25
"353/18";"HARDWARE";;116141;113818;"ES";"EUR";28/02/2013;"CO S.A.";8;26
"353/18";"INSTALLATION";;8874;8164;"ES";"EUR";28/02/2013;"CO S.A.";5;12
"353/18";"MAINTENANCE";;67218;60496;"ES";"EUR";28/02/2013;"CO S.A.";10;24
"353/18";"SOFTWARE";;16306;8153;"ES";"EUR";28/02/2013;"CO S.A.";8;11
"353/18";"CONTENT";;5999;3000;"ES";"EUR";28/02/2013;"CO S.A.";1;15
"353/18";"ADVERTISING";"Canal Azul";4;3;"ES";"EUR";28/02/2013;"CO S.A.";7;23
"353/18";"ADVERTISING";"Canal Verde";4;3;"ES";"EUR";28/02/2013;"CO S.A.";4;14
"353/18";"ADVERTISING";"Canal Rojo";4;3;"ES";"EUR";28/02/2013;"CO S.A.";2;14
